 Procedimentos hospitalares do SUS - por local de internação - Rio Grande do Sul
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Abr/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"Total"
"431405 Parobé";78494,15;132692,68;140378,79;111214,35;123440,29;105704,66;121214,44;166617,21;117075,69;149911,02;147590,51;138034,34;158647,42;132640,26;174263,38;121020,27;126716,70;162425,20;164589,21;180090,39;172554,20;162092,69;133366,05;101830,82;175064,04;89124,21;105923,59;101551,00;149547,75;130869,46;99651,76;120860,59;107420,27;107100,47;102404,07;95673,57;74394,58;97582,49;138139,54;112123,62;110878,85;113779,79;130162,11;115546,08;85480,23;115583,97;91587,80;97194,14;45484,29;156860,53;44440,53;145807,12;140315,10;147779,30;132771,23;103576,04;151465,69;132457,74;110526,54;85558,95;121476,40;59930,35;82489,82;77590,14;119461,41;141689,88;139375,76;137343,21;-;185817,15;128762,67;157807,62;139810,40;163127,94;147798,19;221337,90;242509,64;187707,57;263613,57;229556,09;219078,05;250653,56;225297,46;145184,40;160545,39;136970,17;150503,83;159070,54;191570,81;171479,04;179134,65;108846,56;190971,46;130457,18;112236,42;122177,29;103153,97;160387,59;136369,56;160439,67;119717,26;128743,01;147174,74;148705,65;197410,44;168065,38;178438,49;176876,04;170577,38;158909,92;211979,15;181654,20;188539,19;217915,36;257774,71;240438,65;229645,30;203910,92;209446,46;200477,35;184402,35;197279,13;213332,85;205849,92;197275,57;209220,93;212951,38;205778,75;215563,38;200251,35;247342,04;297906,01;231011,09;227560,87;260061,88;274122,93;290197,37;333147,44;350955,19;281413,22;256269,21;201846,53;202994,99;185567,85;240086,59;214406,28;196547,81;188738,61;199536,42;147844,96;170596,50;201964,01;227966,46;391009,54;878178,70;544371,94;843887,12;1243960,36;1091119,16;1873390,12;31621331,48
"431410 Passo Fundo";3587602,90;7391846,10;4114280,18;4924810,38;5402046,40;3113509,43;4777908,34;5116387,77;5155906,77;3569866,39;7330137,40;5223755,80;5959238,34;5828100,76;5353634,10;6003609,10;5540588,35;5290387,70;5400948,86;5832377,94;6022407,98;6483044,62;6142451,85;6108502,51;5739298,64;5240767,39;4661756,75;5202184,46;6412049,20;5121282,71;6399865,04;6477976,30;6192934,76;6135104,82;6739587,74;7255522,60;6584243,78;5402723,93;7340375,65;4449542,31;5331368,43;7262388,97;6164070,31;5742172,50;6202867,91;7042014,85;6445051,23;5535435,37;4761443,45;4213866,07;11557252,41;6699889,22;6421909,49;6415166,87;6936230,89;4230787,68;5693195,76;1944288,43;11753570,35;6390114,42;8808464,54;6177963,90;10027610,63;8942910,57;6940301,43;6632006,53;9664059,21;8693920,09;7221397,76;8198036,03;5338152,25;9481992,93;7126846,65;6682654,65;7086718,33;6363393,59;6361802,24;7652917,96;7078973,23;8392456,56;8547466,41;8419007,23;7605523,97;8067573,33;7625348,39;7339945,81;8146479,64;8082743,16;8002747,05;8757524,75;8308441,66;9817922,17;6992356,67;10927065,60;9110623,47;5208417,56;7252259,61;6565058,17;7068163,13;7602584,15;8389274,46;8479383,25;8821265,37;8636380,99;3104484,40;13337789,31;7704605,34;9765080,03;11189348,69;2496488,54;5543004,85;7354345,71;14507241,99;7096314,39;8667925,13;9130529,89;9277913,74;7190317,33;10066548,04;5349677,81;10364507,10;9826396,16;7993470,77;8497653,20;8474361,16;10799805,70;9178112,07;10063780,72;8648517,61;8367588,50;9249064,28;8313358,32;9323459,50;8245031,98;7440011,86;8548590,80;7081814,14;8733246,13;8438468,34;9572310,43;8407983,49;8667549,15;8446916,25;7286182,64;7832821,94;7900534,67;13054779,43;6121888,30;7109265,82;6314941,06;8401160,40;9270395,73;8074936,32;9906249,35;7604933,29;8533803,35;9273512,32;8542728,62;8101726,17;7410231,66;1173621489,66
"431415 Paverama";14892,79;11485,35;13600,51;11678,22;19015,94;14751,67;10893,05;15102,07;10795,45;13081,22;12176,13;12724,60;14159,46;11626,29;13161,47;9417,76;12544,66;13029,71;13009,60;14226,88;16122,34;14410,06;13245,39;12164,52;12157,29;11827,38;12453,27;10520,95;11148,11;14463,08;13594,00;13807,12;11911,94;10204,03;12274,35;12457,22;9201,22;14712,36;18735,39;3699,89;14014,50;12189,91;22678,42;13010,26;14851,48;14871,52;12618,12;15096,66;11943,60;14628,58;15360,05;13520,91;14594,55;12018,52;15874,77;13329,46;-;25212,60;15285,82;10888,28;10753,44;13511,64;13083,16;12651,35;12598,72;10684,14;7586,28;15829,89;15263,18;12488,77;11893,99;10742,37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;939557,68
"431420 Pedro Osório";25073,04;19275,16;35520,45;20700,21;22282,47;11285,01;18683,56;21390,59;28208,37;21082,71;27311,60;15238,40;17659,11;20962,86;17400,19;22384,97;20908,36;21658,40;19690,63;24140,08;19680,13;31054,43;27061,67;24554,02;30162,17;23899,53;14909,95;24732,24;17613,71;21688,85;22006,29;18291,13;27709,08;17593,44;20771,31;20927,56;28677,74;26847,11;18179,48;20629,44;33597,90;34812,67;55735,05;34341,57;42486,47;44569,31;53036,22;43024,60;25453,82;52641,70;40457,95;37778,57;44795,33;34553,53;47672,45;41173,78;39884,27;23995,03;24387,10;18126,10;26142,36;32602,89;37707,86;28450,96;27875,01;29944,88;31156,46;41430,28;32274,79;28015,57;21908,76;18697,61;33505,37;24339,79;26976,31;30575,11;27656,28;27355,35;25444,75;27814,44;28334,83;33403,15;30101,45;24022,93;9166,02;11868,95;14624,12;18934,03;16353,70;20551,67;21445,93;25454,18;19540,40;30775,33;22466,68;22411,12;35676,77;24311,08;17931,02;18624,28;33957,50;25186,54;27294,98;43844,00;19885,04;21301,52;24158,59;19387,05;11890,51;16492,19;23913,94;26975,14;23064,36;22645,41;29168,83;28708,91;16263,74;15868,29;10013,89;20659,20;23319,09;15643,19;19933,74;12669,46;14788,75;25860,08;31596,28;20830,91;18576,70;22632,22;28521,38;22196,05;19705,67;9716,33;15109,79;16161,38;24897,79;19485,00;26918,02;30055,30;21045,33;33369,45;-;29397,90;33489,87;36046,47;11174,97;24614,33;11165,96;11063,21;5111,89;22542,62;11216,41;11124,49;4862,81;29089,22;24606,40;17853,57;25368,30;24810,64;3953491,94
"431430 Pejuçara";7237,66;3315,45;3810,77;7267,24;7288,86;6976,73;10147,27;5242,10;4787,18;5697,94;1406,62;1221,42;1279,06;2038,08;9045,05;7946,86;9161,47;11142,36;8069,15;7744,73;7295,90;9580,58;6180,03;2573,16;4803,23;5538,28;5636,82;4755,48;7710,93;4542,56;7788,67;4960,37;9457,81;5937,85;3374,94;4938,26;2960,34;8914,48;6901,33;6604,48;8753,44;8224,20;2488,60;6790,03;6815,73;3317,43;3942,00;4583,49;3888,79;3426,66;5003,51;5703,76;4718,59;7137,22;3507,51;2362,69;3366,57;1800,13;-;3100,61;2520,30;2878,15;3851,20;4472,63;4108,80;2874,11;6526,86;4695,75;5140,47;5055,47;5356,96;2719,70;2533,53;820,11;1728,03;-;-;-;5930,77;4803,29;4424,06;4117,71;-;5038,92;-;4630,66;3238,88;4221,69;3244,71;4454,82;6929,39;4374,65;5170,37;5829,83;6674,99;5295,45;3822,92;5808,67;4051,46;4464,91;7140,12;6098,71;5859,34;8653,10;4071,67;4656,47;4635,49;4225,05;4091,45;2771,52;4538,01;4683,37;4369,02;6050,39;3670,74;-;606,42;2669,84;2664,49;1375,66;2279,98;1068,83;2607,58;2953,34;-;5021,93;3017,12;3707,85;4125,62;-;1927,35;2003,75;1639,40;1104,48;1938,15;-;8181,06;1878,98;2347,77;3976,44;2980,91;3848,82;2409,75;3390,80;2668,35;2854,47;4741,90;3135,25;1223,87;1143,06;2462,67;3656,69;3141,21;2211,24;1922,52;1268,97;377,12;2002,73;186,06;412,61;660672,17
"431440 Pelotas";1946676,36;1934866,06;1895010,20;2067140,06;2012615,38;1963101,04;2074293,67;2046823,05;1961593,88;1987044,26;1773791,45;2307531,87;2100968,62;2317296,15;2328285,56;2164960,38;2364837,98;2428274,67;2249046,13;2430342,84;2551157,38;2734618,22;2191042,17;2178686,42;2416136,83;2352657,24;2392480,30;2599826,58;2590337,47;2645315,76;2775740,70;2365953,91;2410317,41;2664829,42;2509475,35;2459623,10;2350364,74;3294450,13;2474987,92;2440121,35;3042021,63;2785497,30;3001665,49;3058501,51;2856389,76;2880381,24;2815838,48;2726710,93;2893271,91;2345577,41;2743528,09;2611168,66;2895666,41;2830784,87;2581917,08;2910557,25;2945416,50;2992370,34;2725407,16;2773862,90;3064252,44;2811120,95;2980797,71;3149231,98;2965102,30;2905161,85;2905426,22;3355143,87;3052123,60;3304280,84;3069621,00;2985046,63;3555222,11;3159635,44;2586046,66;3130673,60;3502368,23;3147198,70;3338830,84;3139662,31;3202462,77;3289730,18;3296789,75;3468681,62;3195068,83;2884268,65;3075033,26;3449945,58;3460574,43;4069170,28;3763975,81;3839814,84;3452249,80;3667055,86;4078741,89;3880873,16;3556678,69;3085748,41;3386830,79;3318814,12;3827286,79;3542011,84;3798946,58;3862347,44;3673454,09;3762911,15;3738343,04;3725963,83;3265928,48;3158433,81;3853993,25;3368596,88;3826341,43;3698714,62;3817123,56;3963672,21;3447684,92;3640667,72;3187947,59;3574483,82;3708510,66;3390988,06;3685008,63;3898790,57;4218533,95;3643547,90;3742083,27;3746385,23;3444045,45;4005081,55;3914828,67;3738626,72;3695141,44;3174045,32;3700423,50;3492061,63;3505665,32;3980190,15;4288852,00;3746956,60;3544417,78;3867603,90;3866311,77;3646379,60;3664610,52;3966087,75;3649312,85;3087481,72;3037358,26;3382527,75;3260166,94;3595987,28;3412353,53;4216407,98;4491103,41;4093131,97;4507320,60;3842344,61;4219593,54;4272798,37;503776532,73
"431447 Pinhal Grande";656,00;1793,01;11153,12;23994,51;9197,65;7492,50;8105,64;10549,37;11025,73;10788,72;10314,65;10533,72;1954,71;3380,50;24752,87;10042,92;10846,13;2529,94;9427,02;16282,18;14050,31;11673,31;11650,64;9321,50;10794,90;9783,29;9506,83;9871,82;10534,19;8647,24;10771,70;10612,00;9820,16;8888,96;9233,59;11283,18;8896,59;9064,40;9434,73;9763,35;8398,66;8677,71;4295,86;2640,51;996,76;1627,45;446,77;3391,55;715,46;205,67;3431,40;4799,81;6068,97;4800,37;215,72;-;7436,93;7672,18;8748,23;2424,67;5520,32;5894,46;6292,63;5286,39;1577,48;3673,20;6030,89;4369,38;3134,06;-;3059,30;3575,36;3404,58;2351,26;3331,68;5409,72;-;-;2042,92;1309,08;1065,76;2420,39;210,06;896,61;2274,95;330,91;735,94;-;3335,34;24515,42;5733,88;8855,43;3981,95;3785,08;10125,24;4484,19;9326,74;6354,34;6561,39;5950,93;11519,59;10586,96;8406,19;10902,55;-;21593,52;7958,80;6113,40;7680,64;5999,78;7105,39;8252,17;6996,35;7284,31;9194,57;6785,21;5657,91;7489,60;7158,64;7549,43;8252,96;5490,81;7328,94;8495,23;7422,59;6268,92;10447,82;9347,13;7330,11;9944,23;9424,21;7505,55;7428,72;-;4299,37;7148,81;12359,84;10957,49;9320,33;12893,38;7024,04;2519,79;1745,19;14980,82;2872,50;4103,63;7671,59;5263,47;6344,87;4338,30;6661,10;3808,02;4852,94;4487,77;4211,79;572,45;1132,89;520,32;1980,87;4244,91;1057864,23
"431450 Pinheiro Machado";24344,94;27174,00;26151,41;23216,70;24965,88;23188,38;29844,44;22128,70;19665,81;23895,26;20646,12;21062,55;9326,64;18503,87;25883,69;13854,24;13611,71;12129,11;14565,12;14542,15;18549,58;13864,14;14092,79;12143,09;16577,94;13270,72;11712,31;16219,10;14863,26;14015,81;13498,34;14204,21;-;24832,65;16205,58;20292,13;12924,02;17566,99;12577,45;22368,94;22641,30;17345,37;13685,40;14072,49;15741,68;15902,81;21531,24;18231,66;12537,79;10003,35;13403,67;12665,10;12649,93;16251,54;13988,31;13314,74;11987,18;11284,76;13763,85;13393,14;8342,97;7984,00;10912,77;-;11334,27;9569,14;6601,44;13412,77;12365,87;9227,44;10232,33;9737,77;6460,78;10150,59;9161,72;7707,91;16270,03;17005,23;16619,77;14591,20;16709,15;10279,21;14559,05;14592,50;15282,06;15420,01;13769,92;6238,99;10118,63;16705,49;13158,41;15478,03;18608,15;17360,76;11105,38;13711,16;13374,09;7318,88;11265,60;7572,79;8069,81;14560,90;15943,82;18349,51;20523,82;7058,27;15795,04;13153,52;7141,01;7431,50;4608,05;6532,76;7909,45;16570,84;11825,64;5405,52;11088,26;5929,95;10425,38;9557,82;3230,76;7748,28;7322,79;8374,19;3426,88;8625,10;13260,97;13441,33;14599,13;12654,34;14240,42;9540,09;7796,54;9566,86;6589,25;8309,00;13040,47;11624,62;12482,70;11694,22;11738,72;15276,25;7753,96;9328,14;9835,37;7678,64;6886,96;6390,53;7893,32;3308,72;4790,26;5011,48;1942,78;10196,20;9928,33;8934,49;3715,82;1355,44;5690,38;10292,38;2036588,32
"431460 Piratini";30859,31;64244,57;56396,72;52861,38;64114,68;60231,95;55101,93;52616,25;48519,99;51035,32;53840,95;38689,81;43398,08;-;92897,50;51557,78;35165,33;52267,42;59191,00;39916,19;32003,94;53597,50;35819,49;46231,26;41929,18;35644,97;49043,54;41167,34;46930,18;38611,72;45158,26;42129,77;46780,73;46028,52;42299,47;39004,40;34054,94;32274,12;40577,18;40974,57;42447,56;38120,91;38305,47;46576,90;38173,88;38877,61;35817,58;40823,11;31978,74;50360,08;45812,02;40525,34;48625,80;45900,21;46328,31;47720,33;44244,01;38479,51;47024,18;41142,90;46901,09;40821,25;61475,98;53595,36;45544,25;55338,71;57471,22;55466,77;53750,24;48995,50;56004,38;46273,74;50224,18;41560,18;54833,79;44137,03;40162,67;55584,74;48120,70;39407,39;54148,37;57263,56;48275,11;48671,59;43313,93;38417,35;55536,38;56151,76;44104,79;55430,64;56319,24;50205,48;56884,76;66054,18;53456,41;57662,30;56934,50;50495,64;53547,27;56706,44;68658,29;52195,66;58703,38;63277,35;55121,13;73209,80;61671,40;57959,88;53155,31;53911,00;61771,86;58378,42;68972,55;68034,12;97198,38;89887,38;102756,34;68317,74;86867,18;86371,61;78512,62;71218,21;76658,55;73335,27;79536,79;78854,26;83497,93;83454,46;93560,40;90527,38;77515,66;58060,05;43583,87;47867,15;65386,66;69832,77;71662,09;55910,36;69504,18;69639,51;76897,69;94330,23;74695,38;63272,68;58447,87;55346,33;73398,77;32399,45;25779,21;44165,60;48726,74;42783,86;38764,64;60946,67;71147,81;64304,71;47521,81;63193,79;71348,92;63380,70;8731090,37
"431470 Planalto";38508,42;27443,06;34969,83;33260,16;31758,69;29174,14;23305,21;19665,62;24717,09;23668,82;40504,09;31448,97;28414,75;26186,35;26726,78;29614,02;26403,68;36051,77;30195,22;29852,92;35927,59;30718,63;26582,57;27089,26;28085,28;31969,15;30799,94;41212,42;30889,46;43322,65;29895,94;28218,44;27929,51;24689,57;25036,05;31831,19;35906,84;25432,34;23864,72;27855,58;29381,03;29001,48;36537,96;25893,94;24783,85;29762,77;29954,09;22501,57;38145,12;57536,56;26655,39;27731,85;37503,43;33663,30;27238,65;27150,59;32753,50;26012,81;35509,91;26703,70;30880,03;30113,10;26860,30;24848,65;27925,82;27665,28;27312,73;25779,67;22037,50;21878,52;23836,68;29322,19;25760,07;31945,41;30236,41;30601,01;30213,47;38074,10;40416,33;37553,16;26480,78;43301,59;33701,92;32988,27;38327,48;27623,22;28643,87;27661,03;31838,15;27246,35;31731,10;38907,80;29760,43;33307,10;33608,31;50825,37;22207,29;52497,76;28811,09;40525,92;37290,72;37101,22;35819,71;40079,14;44372,62;32236,64;38499,22;42797,49;19365,71;21308,23;18516,12;38129,93;39856,88;32841,56;37877,10;36834,94;45643,72;46934,13;41035,49;39017,00;25498,54;27400,33;33796,29;42882,29;36778,83;34846,09;40534,48;34407,69;33208,94;17715,90;26553,07;35187,39;28465,10;35708,39;37391,17;35239,85;27638,06;32858,42;27424,54;36804,41;31418,44;36504,29;32901,13;33558,63;23204,48;28935,24;33023,21;14785,01;22944,26;19508,42;24442,47;15218,78;30347,17;35669,16;22111,34;34230,72;18311,53;39754,09;60364,43;36725,60;5056659,23
"431480 Portão";12761,73;102058,56;87864,16;80191,47;79261,75;78247,80;79726,93;82524,15;83178,02;81385,91;81476,85;100331,77;730,20;163546,25;106696,53;110438,56;106435,98;88404,57;97441,89;141310,25;139799,82;150038,48;125097,99;89870,96;100807,74;85331,40;99781,20;112664,15;111481,94;105619,91;105922,93;94438,77;93351,67;112063,56;80638,97;98779,11;66757,04;69089,09;99333,23;99486,67;88398,91;93520,62;105950,13;106746,11;88816,10;91030,51;83157,52;94470,15;11392,87;125775,47;113132,89;95375,05;94356,23;96066,42;125772,12;93551,14;71317,46;63151,55;80822,28;68693,75;51639,75;43508,03;51062,15;64164,70;60288,94;79760,05;81059,20;86616,13;99642,37;110462,83;125082,73;118742,56;91226,48;145884,98;122971,13;131289,60;164147,80;132922,97;149115,03;143288,53;154505,96;168379,86;139319,82;150388,32;115997,18;186894,02;153420,57;123899,43;87279,50;86480,07;100118,50;117323,31;131775,98;219299,34;158371,48;128352,58;32123,69;50110,67;103587,33;113337,17;102540,76;44882,17;99210,60;60895,44;95652,19;59045,89;75159,82;66125,19;51020,31;65514,21;66553,07;75501,15;92059,40;101017,88;125177,96;65227,46;42270,16;40737,53;38390,89;39362,55;36905,83;29081,60;45882,33;33561,05;47647,25;93524,78;113250,57;49081,37;38292,52;130568,38;152091,56;174982,27;36815,67;35681,93;116911,64;219094,99;228341,51;275674,99;302209,54;40698,67;43082,73;40334,42;47188,49;39455,32;34578,55;43642,75;43116,05;41721,95;35058,37;43312,08;51608,07;45566,88;54709,97;53276,11;59424,80;59158,12;62881,71;66843,26;111475,36;93032,56;14845816,61
"431490 Porto Alegre";10783055,40;23019299,44;19287710,89;22617263,69;16195932,77;20978435,37;21328707,28;20280319,95;20138545,85;20964507,83;19592980,33;21826422,61;23413063,14;22335982,23;24659298,60;23829085,43;23828602,73;23246052,50;23090716,98;24935107,74;24624749,11;23223935,90;23267029,54;24166621,42;26063113,69;23833912,76;23836266,37;26331771,70;23834448,11;23947955,34;23320199,95;25119737,76;22738891,52;24468296,42;23247651,41;21521287,16;20357174,01;20159693,45;19320447,45;22023002,55;24830128,05;28255181,48;26656070,70;25731019,31;23240064,57;24109244,57;28198046,82;22370158,28;20767972,23;24514016,05;23101544,85;21468000,75;23316366,16;29340405,70;26807941,80;34519776,61;27435325,90;23843743,75;23901187,96;22296194,36;23195570,23;27799463,92;26958569,86;26935942,68;33393565,45;26594683,14;28979271,13;31146288,46;27181145,41;27300861,14;29948120,01;24948246,74;26652355,16;29052494,87;29264507,47;31142902,31;30487502,58;29636181,11;31954268,29;31429942,60;29789912,85;31359235,14;31070959,46;27401438,93;30766400,99;30162301,06;30955047,75;33708803,79;33474402,03;32286002,52;32138249,48;34112150,83;32781198,55;31513475,61;31811147,72;30101931,84;27997727,80;31116534,72;31081588,82;30628046,47;30536547,08;29349429,07;34140836,38;35468605,22;29236579,55;30249912,16;28975120,24;30189409,45;25229001,38;30185782,32;31526310,58;31622101,07;31064308,74;30550790,69;35644689,96;33516011,27;32560987,41;33484658,27;31266281,84;28374963,40;32080534,10;24731082,26;30407976,47;31326236,88;29550980,50;30827336,72;28933233,13;32731040,27;33435803,02;31603234,86;32291444,00;30074808,59;32828441,95;33217101,14;28582834,16;34470998,52;32259091,29;30177151,67;36319568,11;34885724,36;31727836,48;37042443,53;32621271,52;32398577,36;34709962,38;32649529,70;30314625,89;28989117,31;26865791,62;29856227,24;32804220,54;31318061,14;35474355,50;40625953,39;34881056,30;37180149,25;36817814,33;33901780,33;38491903,84;43524300,95;4530820031,88
"431500 Porto Lucena";10996,58;17691,04;29923,38;20878,30;17729,95;13268,39;16848,74;15268,90;17129,52;11841,00;14882,54;14905,69;15266,55;14895,45;13244,19;11673,12;11766,42;12793,96;19896,94;26130,02;23995,55;16856,88;13210,17;19963,88;19324,14;16674,76;12123,70;13934,68;15422,54;13340,59;19538,63;12262,37;16930,97;21298,40;14207,86;24495,17;16127,79;15356,94;11328,71;15692,07;16342,64;14226,93;19327,37;16915,62;17361,52;22690,19;19404,28;17229,69;15985,96;12141,63;11914,19;10207,63;16401,36;27783,10;27342,76;27269,43;24266,41;27953,35;29384,09;23734,47;17924,67;18177,39;17070,47;17980,87;20100,84;22865,63;27539,82;22271,19;17985,77;14584,17;23408,82;12617,48;18492,80;7932,53;18909,28;13089,37;12696,65;18675,71;19868,38;20934,61;23265,18;21044,92;20223,67;9713,15;10459,11;9058,63;10453,06;3613,01;27051,36;20595,39;22294,99;22288,62;22866,43;22934,48;20945,92;22247,95;18462,65;21685,82;17841,60;19461,94;26787,98;26629,11;28067,29;28896,27;27193,13;28076,64;24553,28;26754,54;25691,41;30416,27;20880,78;30408,59;24880,73;25749,29;28589,19;23089,67;20097,98;22234,88;20354,93;21850,04;14259,39;14171,53;18938,74;18472,70;17011,81;23710,13;21492,96;23486,12;25973,42;26955,28;22588,25;16698,59;13841,96;10565,09;15502,10;33899,32;21901,89;23589,54;22040,86;17806,37;22866,49;21684,84;11747,26;29627,23;18019,69;15002,67;14426,58;6513,90;6931,69;8636,55;10458,55;13080,26;10284,11;15036,08;7154,64;8240,06;15253,96;14663,44;16955,75;12321,17;2979646,40
"431510 Porto Xavier";25775,28;31871,00;31837,00;40899,54;29656,12;36204,39;28439,67;28023,04;27071,12;29349,11;34105,29;22521,94;28741,82;25194,75;30590,55;34776,94;30672,03;29985,57;44642,92;33264,42;46527,00;34612,50;30987,87;32125,18;29685,06;29916,53;27474,21;27301,52;30581,05;29904,72;37936,49;30922,09;35815,90;34050,45;37381,94;33962,64;35243,10;31644,82;47236,85;24667,42;42128,60;32925,11;34643,60;41040,37;20094,71;36650,39;34784,50;33394,36;32991,71;29085,67;35025,56;27043,97;30168,15;20880,40;36121,28;28553,23;20090,54;37700,82;27192,50;29243,40;32146,84;33173,66;42525,91;42733,06;41788,38;39440,85;32379,89;35526,41;23114,10;22936,26;30245,88;32614,69;27101,68;34443,20;43966,11;32548,89;32059,15;47385,96;43286,47;29767,55;38376,93;46037,66;53068,01;52820,12;39688,76;40478,99;39979,75;40635,89;40870,77;44235,22;35370,30;45030,05;28735,38;39916,23;54070,81;38115,48;43453,94;36490,53;37284,17;31508,87;38013,94;33591,26;35562,96;34682,91;37874,38;25397,54;35232,97;39622,71;36794,38;31550,56;30233,86;37506,31;31297,40;36892,90;38191,44;39212,81;28951,26;33761,33;32203,11;43238,24;41977,02;27118,90;36398,30;41976,04;38242,60;35786,11;37330,32;33983,41;25056,14;38924,57;27757,62;21346,97;18473,97;25367,74;29933,65;23985,47;31086,30;26975,53;26348,94;39218,01;32917,05;26865,75;20556,32;42098,61;18871,89;29814,22;24181,69;10137,99;12973,83;22347,61;19324,73;34249,72;24614,81;31188,88;31928,80;38807,54;31674,52;38019,71;68301,38;66211,45;5398897,89
"431515 Progresso";35827,06;25226,80;32076,55;34696,22;26921,25;24687,61;40545,98;36298,47;46841,68;35139,72;36969,84;36863,21;18181,96;35298,39;39000,66;30511,97;46371,26;22187,20;42572,58;37138,81;34123,33;29963,47;29236,01;45787,35;29358,55;35119,04;32705,33;39616,95;35034,74;35555,74;32698,46;40146,22;41786,45;41801,26;34905,39;40287,39;40706,23;41414,04;39632,65;43891,81;39975,54;38572,30;44801,38;45421,37;36532,40;46371,99;-;50984,65;56150,11;43306,89;36929,19;50528,15;37258,57;54089,94;43783,99;34297,20;53956,94;36466,97;48870,60;34913,86;37138,48;41658,17;44011,75;52911,16;40423,64;43240,44;41004,28;58811,85;30968,95;37976,40;36346,73;45577,24;32209,45;35681,97;38175,17;38953,09;49839,34;40289,59;37555,36;57032,49;62508,20;33000,61;55285,99;65773,10;54873,51;47861,29;42920,29;33608,22;45188,36;41358,88;52439,57;67062,98;55668,77;58345,12;66583,95;64187,43;-;79123,32;46545,82;43232,10;48737,72;57276,92;41517,46;49799,10;32806,59;34818,94;44159,81;52863,64;44818,61;24406,33;56023,72;26709,62;51621,98;34610,17;47418,14;31241,43;44572,42;39528,53;36970,33;40129,29;39142,37;27599,15;40502,36;38188,46;32350,93;32281,78;35737,59;41378,20;51098,78;47737,58;38900,35;36828,55;46079,11;35213,52;33653,69;34854,74;43568,83;33995,43;37844,89;54044,64;69571,43;67352,43;67379,30;44022,34;41019,49;39442,74;36117,67;47608,15;38891,62;41500,11;46825,72;29480,55;22267,32;19757,87;32587,80;36749,86;-;-;-;-;6417318,83
